lead_id,team_name,user_name,user_email,customer_name,customer_email,customer_phone,customer_cpf,source,subject,lead_created_at,first_interaction_at,negotiation_importance,negotiation_stage,negotiation_status,is_open,negotiation_created_at,negotiation_updated_at,finalization_reason
266,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 266,cliente_266@provedor.com.br,11917500910,34507073973,Mercado Livre,Interesse no Produto Ref: 6549,2025-12-30 19:58:35,2025-12-30 23:56:35,quente,Contato inicial,Aberto,TRUE,2025-12-30 19:58:35,2026-01-08 23:56:35,
267,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 267,cliente_267@provedor.com.br,11951270143,41077679670,WhatsApp,Interesse no Produto Ref: 8605,2025-09-24 19:23:35,2025-09-25 00:12:35,morno,Contato inicial,Finalizado sem venda,FALSE,2025-09-24 19:23:35,2025-10-10 00:12:35,Preço
268,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 268,cliente_268@provedor.com.br,11946531277,11766878841,Indicação,Interesse no Produto Ref: 5848,2025-11-14 10:16:35,2025-11-14 12:03:35,frio,Contato inicial,Aberto,TRUE,2025-11-14 10:16:35,2025-11-27 12:03:35,
269,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 269,cliente_269@provedor.com.br,11934157009,44991470088,Facebook,Interesse no Produto Ref: 1387,2026-01-25 16:21:35,2026-01-25 19:46:35,quente,Enviou proposta,Aberto,TRUE,2026-01-25 16:21:35,2026-02-06 19:46:35,
270,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 270,cliente_270@provedor.com.br,11955724216,14400880753,Instagram,Interesse no Produto Ref: 9645,2025-11-27 07:30:35,2025-11-27 07:52:35,quente,Contato inicial,Aberto,TRUE,2025-11-27 07:30:35,2025-11-30 07:52:35,
271,Equipe Caçapava,Consultor 13,consultor13@empresa.com.br,Cliente Exemplo 271,cliente_271@provedor.com.br,11976463700,18210520779,Facebook,Interesse no Produto Ref: 5603,2025-09-26 01:50:35,2025-09-26 06:22:35,frio,Aguardando pagamento,Finalizado sem venda,FALSE,2025-09-26 01:50:35,2025-09-30 06:22:35,Falta de contato
272,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 272,cliente_272@provedor.com.br,11985379477,80894331592,Indicação,Interesse no Produto Ref: 4367,2025-04-15 16:57:35,2025-04-15 19:13:35,quente,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-04-15 16:57:35,2025-04-27 19:13:35,Sucesso / Venda Concluída
273,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 273,cliente_273@provedor.com.br,11993446067,69612015268,Instagram,Interesse no Produto Ref: 2189,2025-06-07 03:19:35,2025-06-07 07:26:35,frio,Enviou proposta,Finalizado com venda,FALSE,2025-06-07 03:19:35,2025-06-14 07:26:35,Sucesso / Venda Concluída
274,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 274,cliente_274@provedor.com.br,11957309413,24765502002,Mercado Livre,Interesse no Produto Ref: 2955,2025-05-13 07:45:35,2025-05-13 08:29:35,quente,Teste drive,Aberto,TRUE,2025-05-13 07:45:35,2025-05-27 08:29:35,
275,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 275,cliente_275@provedor.com.br,11972624305,21834040746,Mercado Livre,Interesse no Produto Ref: 2279,2025-09-30 06:34:35,2025-09-30 09:00:35,morno,Contato inicial,Aberto,TRUE,2025-09-30 06:34:35,2025-10-01 09:00:35,
276,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 276,cliente_276@provedor.com.br,11906182293,14031438937,Mercado Livre,Interesse no Produto Ref: 8905,2026-01-23 11:47:35,2026-01-23 11:52:35,morno,Teste drive,Finalizado com venda,FALSE,2026-01-23 11:47:35,2026-01-27 11:52:35,Sucesso / Venda Concluída
277,Equipe SJC,Consultor 05,consultor5@empresa.com.br,Cliente Exemplo 277,cliente_277@provedor.com.br,11952271157,08601621686,Instagram,Interesse no Produto Ref: 2232,2025-11-28 18:48:35,2025-11-28 19:20:35,morno,Aguardando resposta do cliente,Aberto,TRUE,2025-11-28 18:48:35,2025-12-04 19:20:35,
278,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 278,cliente_278@provedor.com.br,11955075584,03612801423,Mercado Livre,Interesse no Produto Ref: 4834,2025-11-21 12:37:35,2025-11-21 16:14:35,quente,Aguardando pagamento,Aberto,TRUE,2025-11-21 12:37:35,2025-12-05 16:14:35,
279,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 279,cliente_279@provedor.com.br,11930722409,51342098743,Instagram,Interesse no Produto Ref: 6417,2025-04-11 09:15:35,2025-04-11 12:49:35,frio,Aguardando pagamento,Aberto,TRUE,2025-04-11 09:15:35,2025-04-19 12:49:35,
280,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 280,cliente_280@provedor.com.br,11996978235,60434078761,Facebook,Interesse no Produto Ref: 3460,2025-07-01 10:17:35,2025-07-01 11:20:35,quente,Enviou proposta,Aberto,TRUE,2025-07-01 10:17:35,2025-07-10 11:20:35,
281,Equipe Caçapava,Consultor 13,consultor13@empresa.com.br,Cliente Exemplo 281,cliente_281@provedor.com.br,11985311380,32963099675,Loja Física,Interesse no Produto Ref: 3358,2025-12-11 22:41:35,2025-12-12 01:08:35,frio,Teste drive,Finalizado sem venda,FALSE,2025-12-11 22:41:35,2025-12-12 01:08:35,Comprou em outra loja
282,Equipe Caçapava,Consultor 13,consultor13@empresa.com.br,Cliente Exemplo 282,cliente_282@provedor.com.br,11940551715,15862743443,Mercado Livre,Interesse no Produto Ref: 1867,2026-02-05 17:08:35,2026-02-05 18:06:35,quente,Aguardando resposta do cliente,Aberto,TRUE,2026-02-05 17:08:35,2026-02-13 18:06:35,
283,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 283,cliente_283@provedor.com.br,11913777954,67454242217,Facebook,Interesse no Produto Ref: 6719,2025-12-28 17:43:35,2025-12-28 19:49:35,frio,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2025-12-28 17:43:35,2025-12-28 19:49:35,Comprou em outra loja
284,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 284,cliente_284@provedor.com.br,11911827220,70351170134,Loja Física,Interesse no Produto Ref: 3984,2025-11-13 19:46:35,2025-11-14 00:38:35,morno,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-11-13 19:46:35,2025-11-26 00:38:35,Sucesso / Venda Concluída
285,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 285,cliente_285@provedor.com.br,11914442802,77760836411,Facebook,Interesse no Produto Ref: 3738,2026-03-03 19:04:35,2026-03-03 20:31:35,quente,Teste drive,Aberto,TRUE,2026-03-03 19:04:35,2026-03-18 20:31:35,
286,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 286,cliente_286@provedor.com.br,11908840489,76068320508,Mercado Livre,Interesse no Produto Ref: 8674,2025-10-16 19:08:35,2025-10-16 23:02:35,morno,Aguardando resposta do cliente,Aberto,TRUE,2025-10-16 19:08:35,2025-10-27 23:02:35,
287,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 287,cliente_287@provedor.com.br,11998254920,22545612134,Indicação,Interesse no Produto Ref: 3360,2025-04-11 08:58:35,2025-04-11 12:20:35,frio,Teste drive,Em negociação,TRUE,2025-04-11 08:58:35,2025-04-17 12:20:35,
288,Equipe PA,Consultor 02,consultor2@empresa.com.br,Cliente Exemplo 288,cliente_288@provedor.com.br,11938386306,94016449100,Loja Física,Interesse no Produto Ref: 6665,2025-07-07 15:49:35,2025-07-07 16:56:35,frio,Aguardando resposta do cliente,Aberto,TRUE,2025-07-07 15:49:35,2025-07-17 16:56:35,
289,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 289,cliente_289@provedor.com.br,11906839356,49646062174,Facebook,Interesse no Produto Ref: 2618,2026-02-15 01:59:35,2026-02-15 06:54:35,morno,Contato inicial,Finalizado sem venda,FALSE,2026-02-15 01:59:35,2026-02-17 06:54:35,Comprou em outra loja
290,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 290,cliente_290@provedor.com.br,11961178378,33063363508,Loja Física,Interesse no Produto Ref: 8134,2025-06-12 04:17:35,2025-06-12 04:45:35,frio,Contato inicial,Finalizado sem venda,FALSE,2025-06-12 04:17:35,2025-06-21 04:45:35,Falta de contato
291,Equipe SJC,Consultor 16,consultor16@empresa.com.br,Cliente Exemplo 291,cliente_291@provedor.com.br,11904799564,85000161461,Instagram,Interesse no Produto Ref: 8775,2025-07-07 22:31:35,2025-07-07 22:41:35,morno,Contato inicial,Finalizado sem venda,FALSE,2025-07-07 22:31:35,2025-07-18 22:41:35,Sem estoque
292,Equipe SJC,Consultor 11,consultor11@empresa.com.br,Cliente Exemplo 292,cliente_292@provedor.com.br,11980406760,64015305746,Mercado Livre,Interesse no Produto Ref: 6054,2025-10-20 03:48:35,2025-10-20 07:06:35,morno,Enviou proposta,Em negociação,TRUE,2025-10-20 03:48:35,2025-10-26 07:06:35,
293,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 293,cliente_293@provedor.com.br,11903193214,51279040062,Mercado Livre,Interesse no Produto Ref: 3533,2025-12-14 00:16:35,2025-12-14 03:12:35,quente,Aguardando pagamento,Aberto,TRUE,2025-12-14 00:16:35,2025-12-21 03:12:35,
294,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 294,cliente_294@provedor.com.br,11957168291,47513073529,Facebook,Interesse no Produto Ref: 8515,2025-07-27 12:24:35,2025-07-27 14:56:35,quente,Contato inicial,Em negociação,TRUE,2025-07-27 12:24:35,2025-08-07 14:56:35,
295,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 295,cliente_295@provedor.com.br,11922793556,02298239593,Loja Física,Interesse no Produto Ref: 7335,2025-08-28 12:49:35,2025-08-28 14:21:35,quente,Aguardando resposta do cliente,Aberto,TRUE,2025-08-28 12:49:35,2025-09-08 14:21:35,
296,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 296,cliente_296@provedor.com.br,11966747071,19143351781,Instagram,Interesse no Produto Ref: 8725,2025-09-20 20:37:35,2025-09-20 23:10:35,frio,Contato inicial,Aberto,TRUE,2025-09-20 20:37:35,2025-09-26 23:10:35,
297,Equipe Caçapava,Consultor 03,consultor3@empresa.com.br,Cliente Exemplo 297,cliente_297@provedor.com.br,11931615007,16534644214,Facebook,Interesse no Produto Ref: 6792,2025-05-19 00:40:35,2025-05-19 02:47:35,quente,Enviou proposta,Em negociação,TRUE,2025-05-19 00:40:35,2025-05-29 02:47:35,
298,Equipe Caçapava,Consultor 13,consultor13@empresa.com.br,Cliente Exemplo 298,cliente_298@provedor.com.br,11935394695,62429268542,WhatsApp,Interesse no Produto Ref: 2534,2025-09-27 04:50:35,2025-09-27 05:58:35,frio,Aguardando pagamento,Finalizado sem venda,FALSE,2025-09-27 04:50:35,2025-10-06 05:58:35,Preço
299,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 299,cliente_299@provedor.com.br,11981897233,71704724809,WhatsApp,Interesse no Produto Ref: 6870,2025-11-23 12:13:35,2025-11-23 14:10:35,quente,Aguardando pagamento,Finalizado sem venda,FALSE,2025-11-23 12:13:35,2025-12-08 14:10:35,Comprou em outra loja
300,Equipe SJC,Consultor 05,consultor5@empresa.com.br,Cliente Exemplo 300,cliente_300@provedor.com.br,11982562722,51190115141,Mercado Livre,Interesse no Produto Ref: 1979,2025-07-31 20:13:35,2025-07-31 22:35:35,morno,Contato inicial,Em negociação,TRUE,2025-07-31 20:13:35,2025-08-14 22:35:35,
301,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 301,cliente_301@provedor.com.br,11997018113,47031701681,Mercado Livre,Interesse no Produto Ref: 8195,2025-10-01 22:39:35,2025-10-01 23:45:35,quente,Enviou proposta,Finalizado com venda,FALSE,2025-10-01 22:39:35,2025-10-02 23:45:35,Sucesso / Venda Concluída
302,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 302,cliente_302@provedor.com.br,11959001606,26933792857,Instagram,Interesse no Produto Ref: 2235,2025-08-31 03:51:35,2025-08-31 05:07:35,morno,Teste drive,Aberto,TRUE,2025-08-31 03:51:35,2025-09-10 05:07:35,
303,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 303,cliente_303@provedor.com.br,11955005887,05733801587,Mercado Livre,Interesse no Produto Ref: 8276,2026-03-17 06:53:35,2026-03-17 08:55:35,morno,Teste drive,Finalizado sem venda,FALSE,2026-03-17 06:53:35,2026-03-29 08:55:35,Comprou em outra loja
304,Equipe Caçapava,Consultor 15,consultor15@empresa.com.br,Cliente Exemplo 304,cliente_304@provedor.com.br,11939502203,85974132244,Loja Física,Interesse no Produto Ref: 3700,2025-09-07 19:06:35,2025-09-07 20:44:35,morno,Teste drive,Aberto,TRUE,2025-09-07 19:06:35,2025-09-14 20:44:35,
305,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 305,cliente_305@provedor.com.br,11908882352,83493514915,Mercado Livre,Interesse no Produto Ref: 5967,2025-06-29 20:38:35,2025-06-29 22:55:35,frio,Teste drive,Em negociação,TRUE,2025-06-29 20:38:35,2025-07-10 22:55:35,
306,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 306,cliente_306@provedor.com.br,11980223560,86393820070,WhatsApp,Interesse no Produto Ref: 4945,2026-02-05 08:27:35,2026-02-05 09:20:35,quente,Contato inicial,Finalizado sem venda,FALSE,2026-02-05 08:27:35,2026-02-11 09:20:35,Desistência
307,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 307,cliente_307@provedor.com.br,11906711436,20962538550,Mercado Livre,Interesse no Produto Ref: 5812,2026-01-09 23:37:35,2026-01-10 01:50:35,frio,Enviou proposta,Finalizado sem venda,FALSE,2026-01-09 23:37:35,2026-01-18 01:50:35,Preço
308,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 308,cliente_308@provedor.com.br,11991000987,71214624437,Instagram,Interesse no Produto Ref: 7479,2026-02-01 14:17:35,2026-02-01 17:20:35,morno,Teste drive,Em negociação,TRUE,2026-02-01 14:17:35,2026-02-16 17:20:35,
309,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 309,cliente_309@provedor.com.br,11981471327,31918938365,Facebook,Interesse no Produto Ref: 8131,2025-09-22 14:55:35,2025-09-22 17:32:35,frio,Teste drive,Finalizado com venda,FALSE,2025-09-22 14:55:35,2025-09-30 17:32:35,Sucesso / Venda Concluída
310,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 310,cliente_310@provedor.com.br,11976215231,69553046826,Instagram,Interesse no Produto Ref: 5995,2025-04-01 08:13:35,2025-04-01 12:20:35,quente,Enviou proposta,Em negociação,TRUE,2025-04-01 08:13:35,2025-04-08 12:20:35,
311,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 311,cliente_311@provedor.com.br,11935844673,37290526244,Indicação,Interesse no Produto Ref: 4094,2025-08-09 03:51:35,2025-08-09 07:49:35,frio,Enviou proposta,Finalizado sem venda,FALSE,2025-08-09 03:51:35,2025-08-09 07:49:35,Comprou em outra loja
312,Equipe PA,Consultor 04,consultor4@empresa.com.br,Cliente Exemplo 312,cliente_312@provedor.com.br,11961626370,24648738556,Indicação,Interesse no Produto Ref: 2396,2025-09-01 23:10:35,2025-09-02 02:40:35,frio,Teste drive,Aberto,TRUE,2025-09-01 23:10:35,2025-09-10 02:40:35,
313,Equipe Caçapava,Consultor 13,consultor13@empresa.com.br,Cliente Exemplo 313,cliente_313@provedor.com.br,11993664841,08660645388,Facebook,Interesse no Produto Ref: 2867,2025-11-03 04:48:35,2025-11-03 06:31:35,quente,Contato inicial,Finalizado com venda,FALSE,2025-11-03 04:48:35,2025-11-06 06:31:35,Sucesso / Venda Concluída
314,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 314,cliente_314@provedor.com.br,11998084949,96837039003,Facebook,Interesse no Produto Ref: 3986,2025-05-21 08:07:35,2025-05-21 12:42:35,frio,Enviou proposta,Aberto,TRUE,2025-05-21 08:07:35,2025-05-25 12:42:35,
315,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 315,cliente_315@provedor.com.br,11999512236,91815453631,WhatsApp,Interesse no Produto Ref: 3498,2025-03-26 06:12:35,2025-03-26 11:11:35,frio,Teste drive,Em negociação,TRUE,2025-03-26 06:12:35,2025-04-08 11:11:35,
316,Equipe Caçapava,Consultor 08,consultor8@empresa.com.br,Cliente Exemplo 316,cliente_316@provedor.com.br,11980913528,78683013707,Mercado Livre,Interesse no Produto Ref: 1974,2026-01-08 11:49:35,2026-01-08 15:07:35,quente,Aguardando pagamento,Em negociação,TRUE,2026-01-08 11:49:35,2026-01-18 15:07:35,
317,Equipe Caçapava,Consultor 13,consultor13@empresa.com.br,Cliente Exemplo 317,cliente_317@provedor.com.br,11961299626,03845781739,Facebook,Interesse no Produto Ref: 7377,2025-09-20 13:14:35,2025-09-20 17:57:35,frio,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2025-09-20 13:14:35,2025-10-05 17:57:35,Preço
318,Equipe Caçapava,Consultor 07,consultor7@empresa.com.br,Cliente Exemplo 318,cliente_318@provedor.com.br,11937560229,22847817344,Instagram,Interesse no Produto Ref: 3970,2025-06-15 09:03:35,2025-06-15 10:28:35,quente,Enviou proposta,Aberto,TRUE,2025-06-15 09:03:35,2025-06-24 10:28:35,
319,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 319,cliente_319@provedor.com.br,11980195997,52139004311,Instagram,Interesse no Produto Ref: 4390,2025-08-30 07:06:35,2025-08-30 07:53:35,quente,Contato inicial,Aberto,TRUE,2025-08-30 07:06:35,2025-09-14 07:53:35,
320,Equipe SJC,Consultor 05,consultor5@empresa.com.br,Cliente Exemplo 320,cliente_320@provedor.com.br,11900549841,28594693269,Mercado Livre,Interesse no Produto Ref: 6486,2025-03-27 00:19:35,2025-03-27 04:02:35,frio,Contato inicial,Finalizado com venda,FALSE,2025-03-27 00:19:35,2025-04-06 04:02:35,Sucesso / Venda Concluída
321,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 321,cliente_321@provedor.com.br,11903114766,17298882954,WhatsApp,Interesse no Produto Ref: 4665,2025-06-26 07:01:35,2025-06-26 08:47:35,quente,Enviou proposta,Aberto,TRUE,2025-06-26 07:01:35,2025-07-10 08:47:35,
322,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 322,cliente_322@provedor.com.br,11999585997,74777112468,WhatsApp,Interesse no Produto Ref: 7694,2025-04-04 20:54:35,2025-04-04 22:34:35,quente,Contato inicial,Em negociação,TRUE,2025-04-04 20:54:35,2025-04-13 22:34:35,
323,Equipe PA,Consultor 01,consultor1@empresa.com.br,Cliente Exemplo 323,cliente_323@provedor.com.br,11975935930,45410485517,Mercado Livre,Interesse no Produto Ref: 5230,2026-03-07 03:48:35,2026-03-07 05:41:35,frio,Aguardando resposta do cliente,Finalizado sem venda,FALSE,2026-03-07 03:48:35,2026-03-19 05:41:35,Preço
324,Equipe Caçapava,Consultor 06,consultor6@empresa.com.br,Cliente Exemplo 324,cliente_324@provedor.com.br,11940123855,23350816465,Indicação,Interesse no Produto Ref: 8730,2026-02-09 11:16:35,2026-02-09 12:33:35,quente,Aguardando resposta do cliente,Aberto,TRUE,2026-02-09 11:16:35,2026-02-19 12:33:35,
325,Equipe Caçapava,Consultor 19,consultor19@empresa.com.br,Cliente Exemplo 325,cliente_325@provedor.com.br,11916873892,35570891332,Facebook,Interesse no Produto Ref: 9926,2025-10-05 04:01:35,2025-10-05 04:57:35,morno,Contato inicial,Finalizado sem venda,FALSE,2025-10-05 04:01:35,2025-10-08 04:57:35,Desistência
326,Equipe Caçapava,Consultor 12,consultor12@empresa.com.br,Cliente Exemplo 326,cliente_326@provedor.com.br,11969095588,51731773275,WhatsApp,Interesse no Produto Ref: 7695,2025-09-12 06:00:35,2025-09-12 09:30:35,quente,Aguardando resposta do cliente,Em negociação,TRUE,2025-09-12 06:00:35,2025-09-15 09:30:35,
327,Equipe PA,Consultor 17,consultor17@empresa.com.br,Cliente Exemplo 327,cliente_327@provedor.com.br,11959116453,62381365992,WhatsApp,Interesse no Produto Ref: 9301,2025-06-02 21:51:35,2025-06-02 22:41:35,morno,Aguardando pagamento,Aberto,TRUE,2025-06-02 21:51:35,2025-06-13 22:41:35,
328,Equipe PA,Consultor 02,consultor2@empresa.com.br,Cliente Exemplo 328,cliente_328@provedor.com.br,11983678807,78979487894,Indicação,Interesse no Produto Ref: 8267,2025-07-12 16:28:35,2025-07-12 19:52:35,morno,Contato inicial,Em negociação,TRUE,2025-07-12 16:28:35,2025-07-27 19:52:35,
329,Equipe Caçapava,Consultor 09,consultor9@empresa.com.br,Cliente Exemplo 329,cliente_329@provedor.com.br,11928910302,40205063052,Mercado Livre,Interesse no Produto Ref: 4310,2026-02-03 10:30:35,2026-02-03 10:46:35,quente,Aguardando resposta do cliente,Aberto,TRUE,2026-02-03 10:30:35,2026-02-17 10:46:35,
330,Equipe PA,Consultor 18,consultor18@empresa.com.br,Cliente Exemplo 330,cliente_330@provedor.com.br,11972964822,44733905105,WhatsApp,Interesse no Produto Ref: 2467,2025-10-18 12:29:35,2025-10-18 14:22:35,quente,Aguardando pagamento,Finalizado sem venda,FALSE,2025-10-18 12:29:35,2025-10-23 14:22:35,Falta de contato
331,Equipe Caçapava,Consultor 20,consultor20@empresa.com.br,Cliente Exemplo 331,cliente_331@provedor.com.br,11982591582,06346974317,Mercado Livre,Interesse no Produto Ref: 3491,2025-11-05 12:25:35,2025-11-05 14:36:35,frio,Aguardando resposta do cliente,Finalizado com venda,FALSE,2025-11-05 12:25:35,2025-11-07 14:36:35,Sucesso / Venda Concluída
